tr21	<img src="adventure.jpg" />	An {{c1::adventure}} is a fun or exciting thing that you do.<br />→ &nbspRiding in the rough water was an {{c1::adventure}}.	adventure	[əd'venʧə]	macera	[sound:adventure.mp3]	sse_4000
tr22	<img src="approach.jpg" />	To {{c1::approach}} something means to move close to it.<br />→ &nbspThe boy {{c1::approach}}ed his school.	approach	[ə'prəuʧ]	yaklaşmak, yanaşmak, yaklaşım	[sound:approach.mp3]	sse_4000
tr23	<img src="carefully.jpg" />	{{c1::carefully}} means with great attention, especially to detail or safety.<br />→ &nbsp;The baby {{c1::carefully}} climbed down the stairs.	carefully	['keəf(ə)lɪ], [-fulɪ]&nbsp;	dikkatlice	[sound:carefully.mp3]	sse_4000
tr24	<img src="chemical.jpg" />	A {{c1::chemical}} is something that scientists use in chemistry.<br />→ &nbspThe scientist mixed the {{c1::chemical}}s.	chemical	['kemɪk(ə)l]	kimyasal	[sound:chemical.mp3]	sse_4000
tr25	<img src="create.jpg" />	To {{c1::create}} means to make something new.<br />→ &nbspShe {{c1::create}}d an igloo from blocks of snow.	create	[krɪ'eɪt]	yaratmak, yapmak, tasarlamak, üretmek	[sound:create.mp3]	sse_4000
tr26	<img src="evil.jpg" />	{{c1::evil}} describes something or someone bad or cruel, not good.<br />→ &nbspThe {{c1::evil}} figure scared us all.	evil	['iːv(ə)l], [-vɪl]&nbsp;	kötülük	[sound:evil.mp3]	sse_4000
tr27	<img src="experiment.jpg" />	An {{c1::experiment}} is a test that you do to see what will happen.<br />→ &nbspThe student did an {{c1::experiment}} in science class.	experiment	[ɪk'sperɪmənt], [ek-]&nbsp;	Deney	[sound:experiment_1397924728875.mp3]	sse_4000
tr28	<img src="kill.jpg" />	To {{c1::kill}} someone or something is to make them die.<br />→ &nbspI {{c1::kill}}ed the fly with a fly swatter.	kill	[kɪl]	öldürmek	[sound:kill.mp3]	sse_4000
tr29	<img src="laboratory.jpg" />	A {{c1::laboratory}} is a room where a scientist works.<br />→ &nbspMy mother works in a {{c1::laboratory}}.	laboratory	[lə'bɔrət(ə)rɪ]	laboratuvar	[sound:laboratory.mp3]	sse_4000
tr30	<img src="laugh.jpg" />	{{c1::laugh}} is the sound made when someone is happy or a funny thing occurs.<br />→ &nbspThe sound of their {{c1::laugh}} filled the room.	laugh	[lɑːf]	gülmek	[sound:laugh.mp3]	sse_4000
tr31	<img src="loud.jpg" />	If a sound is {{c1::loud}}, it is strong and very easy to hear.<br />→ &nbspThe man's voice was so {{c1::loud}} that we all could hear him.	loud	[laud]	yüksek sesli	[sound:loud.mp3]	sse_4000
tr32	<img src="nervous.jpg" />	When a person is {{c1::nervous}}, they think something bad will happen.<br />→ &nbspThe boy became {{c1::nervous}} when he heard the news.	nervous	['nɜːvəs]	sinir, gergin, sinirli	[sound:nervous.mp3]	sse_4000
tr33	<img src="noise.jpg" />	A {{c1::noise}} is an unpleasant sound.<br />→ &nbspThe crying baby made a loud {{c1::noise}}.	noise	[nɔɪz]	gürültü, ses	[sound:noise.mp3]	sse_4000
tr34	<img src="project.jpg" />	A {{c1::project}} is a type of work that you do for school or a job.<br />→ &nbspHis afternoon work {{c1::project}} was to paint the room green.	project	['prɔʤekt]	proje	[sound:project.mp3]	sse_4000
tr35	<img src="scare.jpg" />	To {{c1::scare}} someone is to make them feel afraid.<br />→ &nbsp;My uncle was {{c1::scare}}d by what he saw in the room.	scare	[skeə]	Korkmak	[sound:scare.mp3]	sse_4000
tr36	<img src="secret.jpg" />	A {{c1::secret}} is something that you do not tell other people.<br />→ &nbspThe two boys were sharing a {{c1::secret}}.	secret	['siːkrət]	gizli, sır	[sound:secret.mp3]	sse_4000
tr37	<img src="shout.jpg" />	To {{c1::shout}} is to say something loudly.<br />→ &nbspMy boss {{c1::shout}}ed at me because I was late for work.	shout	[ʃaut]	bağırmak, haykırmak	[sound:shout.mp3]	sse_4000
tr38	<img src="smell.jpg" />	To {{c1::smell}} something means to use your nose to sense it.<br />→ &nbspThe two friends {{c1::smell}}ed the flower.	smell	[smel]	koku, koklamak	[sound:smell.mp3]	sse_4000
tr39	<img src="terrible.jpg" />	If something is {{c1::terrible}}, it is very bad.<br />→ &nbspThe way he treated his classmate was {{c1::terrible}}.	terrible	['terəbl]	korkunç, berbat	[sound:terrible.mp3]	sse_4000
tr40	<img src="worse.jpg" />	If something is {{c1::worse}}, it is of poorer quality than another thing. <br />→ &nbspBusiness was {{c1::worse}} this month than last month.	worse	[wɜːs]	daha kötü	[sound:worse.mp3]	sse_4000
tr41	<img src="alien.jpg" />	An {{c1::alien}} is a creature from a different world.<br />→ &nbspThe {{c1::alien}} came in peace.	alien	['eɪlɪən]	yabancı yaratık, uzaylı	[sound:alien.mp3]	sse_4000
tr42	<img src="among.jpg" />	If you are {{c1::among}} certain things, they are all around you.<br />→ &nbspThere was a red apple {{c1::among}} green ones.	among	[ə'mʌŋ]	arasında	[sound:among.mp3]	sse_4000
tr43	<img src="chart.jpg" />	A {{c1::chart}} is a list of information.<br />→ &nbspWe used a {{c1::chart}} to see how we had improved.	chart	[ʧɑːt]	grafik, istatistiksel şema	[sound:chart.mp3]	sse_4000
tr44	<img src="cloud.jpg" />	A {{c1::cloud}} is a group of water drops in the sky.<br />→ &nbspThe sky was filled with white {{c1::cloud}}s.	cloud	[klaud]	bulut	[sound:cloud.mp3]	sse_4000
tr45	<img src="comprehend.jpg" />	To {{c1::comprehend}} something is to understand it.<br />→ &nbspHenry could not {{c1::comprehend}} the message.	comprehend	[ˌkɔmprɪ'hend]	anlamak	[sound:comprehend.mp3]	sse_4000
tr46	<img src="describe.jpg" />	To {{c1::describe}} is to say or write what someone or something is like.<br />→ &nbspThey {{c1::describe}}d their tree as colorful with gold ribbon and a star.	describe	[dɪ'skraɪb]	tarif etmek	[sound:describe.mp3]	sse_4000
tr47	<img src="ever.jpg" />	{{c1::ever}} means at any time.<br />→ &nbspGoing skiing last winter was the most fun I've {{c1::ever}} had.	ever	['evə]	herhangi bir zaman	[sound:ever.mp3]	sse_4000
tr48	<img src="fail.jpg" />	To {{c1::fail}} means you do not succeed in what you try to do.<br />→ &nbspSince he {{c1::fail}}ed to get the job, he was sad.	fail	[feɪl]	başarısız olmak, çuvallamak	[sound:fail.mp3]	sse_4000
tr49	<img src="friendly_1397924728875.jpg" />	{{c1::friendly}} is behaving in a pleasant, kind way toward someone.<br />→ &nbspThe {{c1::friendly}} animals came up to the girl.	friendly	['frendlɪ]	arkadaş canlısı	[sound:friendly.mp3]	sse_4000
tr50	<img src="grade.jpg" />	A {{c1::grade}} is a score or mark given to someone's work.<br />→ &nbspI managed to get good {{c1::grade}}s on my report card.	grade	[greɪd]	sınav notu	[sound:grade.mp3]	sse_4000
tr51	<img src="instead.jpg" />	{{c1::instead}} means in place of.<br />→ &nbspHe ate the carrot {{c1::instead}} of the ice cream.	instead	[ɪn'sted]	(bir şeyin) yerine	[sound:instead.mp3]	sse_4000
tr52	<img src="library.jpg" />	A {{c1::library}} is a place where you go to read books.<br />→ &nbspThe {{c1::library}} at school is full of books.	library	['laɪbr(ə)rɪ]	kütüphane	[sound:library_1397924728875.mp3]	sse_4000
tr53	<img src="planet.jpg" />	A {{c1::planet}} is a large round thing in space.<br />→ &nbspSaturn is the {{c1::planet}} with the ring around it.	planet	['plænɪt]	gezegen	[sound:planet.mp3]	sse_4000
tr54	<img src="report.jpg" />	A {{c1::report}} is something students write for school.<br />→ &nbspKaren had trouble writing her {{c1::report}}.	report	[rɪ'pɔːt]	rapor	[sound:report.mp3]	sse_4000
tr55	<img src="several.jpg" />	{{c1::several}} is more than two but not many.<br />→ &nbspHe had to read {{c1::several}} books for class.	several	['sev(ə)r(ə)l]	birkaç	[sound:several.mp3]	sse_4000
tr56	<img src="solve.jpg" />	To {{c1::solve}} something is to find an answer to it.<br />→ &nbspAll the students could easily {{c1::solve}} the math problem.	solve	[sɔlv]	çözmek	[sound:solve.mp3]	sse_4000
tr57	<img src="suddenly.jpg" />	If something happens {{c1::suddenly}}, it happens quickly and unexpectedly.<br />→ &nbspI was {{c1::suddenly}} surprised by the cake my friends brought me.	suddenly	['sʌd(ə)nlɪ]	aniden	[sound:suddenly.mp3]	sse_4000
tr58	<img src="suppose.jpg" />	To {{c1::suppose}} is to guess.<br />→ &nbspI {{c1::suppose}} I should go home now.	suppose	[sə'pəuz]	varsaymak, tahmin etmek	[sound:suppose.mp3]	sse_4000
tr59	<img src="universe.jpg" />	The {{c1::universe}} is the known or supposed objects in space.<br />→ &nbspThe {{c1::universe}} is so large that it cannot be measured.	universe	['juːnɪvɜːs]	Evren	[sound:universe.mp3]	sse_4000
tr60	<img src="view.jpg" />	To {{c1::view}} is to look at something.<br />→ &nbspMichael likes to {{c1::view}} himself in the mirror.	view	[vjuː]	seyretmek	[sound:view.mp3]	sse_4000
tr61	<img src="appropriate.jpg" />	When a thing is {{c1::appropriate}}, it is right or normal.<br />→ &nbspIt's {{c1::appropriate}} to wear a suit when you go to the office.	appropriate	[ə'prəuprɪət]	uygun	[sound:appropriate.mp3]	sse_4000
tr62	<img src="avoid.jpg" />	To {{c1::avoid}} something is to stay away from it.<br />→ &nbsp{{c1::avoid}} the broken bottle on the floor.	avoid	[ə'vɔɪd]	kaçınmak	[sound:avoid.mp3]	sse_4000
tr63	<img src="behave.jpg" />	To {{c1::behave}} is to act in a particular way, especially to be good.<br />→ &nbspShe always {{c1::behave}}s well when her father is around.	behave	[bɪ'heɪv]	uslu davranmak	[sound:behave.mp3]	sse_4000
tr64	<img src="calm.jpg" />	When someone is {{c1::calm}}, they do not get excited or upset.<br />→ &nbspA nice warm bath makes me feel so {{c1::calm}}.	calm	[kɑːm]	sakin	[sound:calm.mp3]	sse_4000
tr65	<img src="concern.jpg" />	{{c1::concern}} is a feeling of worry.<br />→ &nbspI was filled with {{c1::concern}} after reading the newspaper.	concern	[kən'sɜːn]	endişe, kaygı	[sound:concern.mp3]	sse_4000
tr66	<img src="content.jpg" />	To be {{c1::content}} is to be happy and not want more.<br />→ &nbspThe baby looked very {{c1::content}} sitting on the floor.	content	[kən'tent]	memnun	[sound:content.mp3]	sse_4000
tr67	<img src="expect.jpg" />	If you {{c1::expect}} something to happen, you believe it will happen.<br />→ &nbspI {{c1::expect}} the bus to be here very soon.	expect	[ɪk'spekt]	beklemek	[sound:expect.mp3]	sse_4000
tr68	<img src="frequently.jpg" />	When something happens {{c1::frequently}}, it happens often.<br />→ &nbspWe meet {{c1::frequently}}, either at the beginning or ending of the week.	frequently	['friːkwəntlɪ]	sık sık	[sound:frequently.mp3]	sse_4000
tr69	<img src="habit.jpg" />	A {{c1::habit}} is a thing that you do often.<br />→ &nbspSmoking is a bad {{c1::habit}} that can kill you.	habit	['hæbɪt]	alışkanlık	[sound:habit.mp3]	sse_4000
tr70	<img src="instruct.jpg" />	To {{c1::instruct}} is to teach.<br />→ &nbspMy teacher {{c1::instruct}}s us in several subjects.	instruct	[ɪn'strʌkt]	öğretmek	[sound:instruct.mp3]	sse_4000
tr71	<img src="issue.jpg" />	An {{c1::issue}} is an important topic.<br />→ &nbspThe men spoke about {{c1::issue}} that were important to the people.	issue	['ɪʃuː], ['ɪsjuː]&nbsp;	mesele	[sound:issue.mp3]	sse_4000
tr72	<img src="none.jpg" />	{{c1::none}} means not any of someone or something.<br />→ &nbspHe spent all his money. There is {{c1::none}} left.	none	[nʌn]	Yok, hiç	[sound:none.mp3]	sse_4000
tr73	<img src="patient.jpg" />	If a person is {{c1::patient}} , they don't become angry or upset easily.<br />→ &nbspI had to be {{c1::patient}} and wait until 5 o'clock to leave.	patient	['peɪʃ(ə)nt]	hasta	[sound:patient.mp3]	sse_4000
tr74	<img src="positive.jpg" />	If something is {{c1::positive}}, it is good.<br />→ &nbspShe has a {{c1::positive}} future ahead of her after finishing college.	positive	['pɔzətɪv]	pozitif	[sound:positive.mp3]	sse_4000
tr75	<img src="punish.jpg" />	To {{c1::punish}} means to make someone suffer for breaking the rules or laws.<br />→ &nbspTo {{c1::punish}} me, my teacher had me stand in the corner.	punish	['pʌnɪʃ]	cezalandırmak	[sound:punish.mp3]	sse_4000
tr76	<img src="represent.jpg" />	To {{c1::represent}} is to speak or act for a person or group.<br />→ &nbsp;My lawyer will {{c1::represent}} me in court.	represent	[ˌreprɪ'zent]	temsil etmek	[sound:represent.mp3]	sse_4000
tr77	<img src="shake.jpg" />	To {{c1::shake}} is to move back and forth or up and down quickly.<br />→ &nbsp;When people {{c1::shake}} hands, it usually means they agree.	shake	[ʃeɪk]	sallamak	[sound:shake.mp3]	sse_4000
tr78	<img src="spread.jpg" />	To {{c1::spread}} is to move quickly to more places.<br />→ &nbsp;I like to {{c1::spread}} butter on my toast.	spread	[spred]	yaymak, dağıtmak	[sound:spread.mp3]	sse_4000
tr79	<img src="stroll.jpg" />	To {{c1::stroll}} means to walk slowly and calmly.<br />→ &nbspMy dog and I {{c1::stroll}}ed  through the park today.	stroll	[strəul]	gezinmek	[sound:stroll.mp3]	sse_4000
tr80	<img src="village.jpg" />	A {{c1::village}} is a very small town.<br />→ &nbspThere are only a few houses in my {{c1::village}}.	village	['vɪlɪʤ]	köy	[sound:village.mp3]	sse_4000
tr81	<img src="aware.jpg" />	If you are {{c1::aware}} of something, you know about it.<br />→ &nbspI was not {{c1::aware}} of the ringing phone.	aware	[ə'weə]	farkında	[sound:aware.mp3]	sse_4000
tr82	<img src="badly.jpg" />	{{c1::badly}} means in a severe or harmful way.<br />→ &nbspHe hurt his arm {{c1::badly}} playing with friends.	badly	['bædlɪ]	kötü	[sound:badly.mp3]	sse_4000
tr83	<img src="belong.jpg" />	If something {{c1::belong}}s to you, you own it.<br />→ &nbspThe blue suit {{c1::belong}}s to Paul.	belong	[bɪ'lɔŋ]	ait olmak	[sound:belong.mp3]	sse_4000
tr84	<img src="continue.jpg" />	To {{c1::continue}} something is to keep doing it.<br />→ &nbspShe stood under her umbrella as the rain {{c1::continue}}d to fall.	continue	[kən'tɪnjuː]	devam etmek	[sound:continue.mp3]	sse_4000
tr85	<img src="error.jpg" />	An {{c1::error}} is something you do wrong.<br />→ &nbspI made an {{c1::error}} on my report, so my boss was angry.	error	['erə]	hata	[sound:error.mp3]	sse_4000
tr86	<img src="experience.jpg" />	An {{c1::experience}} is something you have seen or done.<br />→ &nbspRock climbing was a fun {{c1::experience}}.	experience	[ɪk'spɪərɪən(t)s]	deneyim	[sound:experience.mp3]	sse_4000
tr87	<img src="field.jpg" />	A {{c1::field}} is a big area of land.<br />→ &nbspThe {{c1::field}} of flowers looked so pretty.	field	[fiːld]	alan, tarla	[sound:field.mp3]	sse_4000
tr88	<img src="hurt.jpg" />	To {{c1::hurt}} is to do something that makes you feel pain.<br />→ &nbspShe {{c1::hurt}} her leg falling down the stairs.	hurt	[hɜːt]	canını yakmak	[sound:hurt.mp3]	sse_4000
tr89	<img src="judgment.jpg" />	{{c1::judgment}} is the ability to form opinions or decisions.<br />→ &nbsp;It's good {{c1::judgment}} to recycle your aluminum cans.	judgment	['ʤʌʤmənt]	yargı, hüküm	[sound:judgment.mp3]	sse_4000
tr90	<img src="likely.jpg" />	If something {{c1::likely}} happens, it will probably happen.<br />→ &nbspI will {{c1::likely}} stay at home and watch TV tonight.	likely	['laɪklɪ]	muhtemelen	[sound:likely.mp3]	sse_4000
tr91	<img src="normal.jpg" />	If something is {{c1::normal}}, it is not strange nor surprising to you.<br />→ &nbspIt is {{c1::normal}} for me to bathe every night.	normal	['nɔːm(ə)l]	normal	[sound:normal.mp3]	sse_4000
tr92	<img src="rare.jpg" />	If something is {{c1::rare}}, you do not see it very often.<br />→ &nbspIt is {{c1::rare}} for him to miss his flight.	rare	[reə]	nadir	[sound:rare.mp3]	sse_4000
tr93	<img src="relax.jpg" />	To {{c1::relax}} is to rest.<br />→ &nbspThe frog {{c1::relax}}ed in the warm sun.	relax	[rɪ'læks]	Rahatlamak, gevşemek	[sound:relax.mp3]	sse_4000
tr94	<img src="request.jpg" />	To {{c1::request}} something is to ask for it.<br />→ &nbspThe little girl {{c1::request}}ed a special gift from Santa Claus.	request	[rɪ'kwest]	istemek, dilemek	[sound:request.mp3]	sse_4000
tr95	<img src="reside.jpg" />	To {{c1::reside}} means to live somewhere permanently or for a long time.<br />→ &nbspMy brother and his family {{c1::reside}} in a lovely house on the beach.	reside	[rɪ'zaɪd]	ikamet etmek, oturmak	[sound:reside.mp3]	sse_4000
tr96	<img src="result.jpg" />	A {{c1::result}} is something that happens because of something else.<br />→ &nbspAs a {{c1::result}} of all the rain, the man had to climb on the roof.	result	[rɪ'zʌlt]	sonuç	[sound:result.mp3]	sse_4000
tr97	<img src="roll.jpg" />	To {{c1::roll}} is to move by turning over and over.<br />→ &nbspYou must {{c1::roll}} the ball into the pins when you bowl.	roll	[rəul]	dönmek, takla atmak	[sound:roll.mp3]	sse_4000
tr98	<img src="since.jpg" />	{{c1::since}} is used to talk about a past event still happening now.<br />→ &nbsp{{c1::since}} 1992, he has been driving that car.	since	[sɪn(t)s]	-dan beri	[sound:since.mp3]	sse_4000
tr99	<img src="visible.jpg" />	If something is {{c1::visible}}, it can be seen.<br />→ &nbspThe moon and stars were {{c1::visible}} in the night sky.	visible	['vɪzəbl]	gözle görünür	[sound:visible.mp3]	sse_4000
tr100	<img src="wild.jpg" />	If something is {{c1::wild}}, it is found in nature.<br />→ &nbspYou should be careful around a fox, because it is a {{c1::wild}} animal.	wild	[waɪld]	vahşi	[sound:wild.mp3]	sse_4000
tr101	<img src="advantage.jpg" />	An {{c1::advantage}} is something that helps you.<br />→ &nbspBeing tall is an {{c1::advantage}} to a basketball player.	advantage	[əd'vɑːntɪʤ]	avantaj	[sound:advantage.mp3]	sse_4000
tr102	<img src="cause.jpg" />	To {{c1::cause}} is to make something happen.<br />→ &nbspThe cold weather {{c1::cause}}d her to get sick.	cause	[kɔːz]	sebep olmak	[sound:cause.mp3]	sse_4000
tr103	<img src="choice.jpg" />	A {{c1::choice}} is the act or possibility of picking something.<br />→ &nbspI had my {{c1::choice}} of five doors to open.	choice	[ʧɔɪs]	seçim, tercih	[sound:choice.mp3]	sse_4000
tr104	<img src="community.jpg" />	A {{c1::community}} is a group of people who live together.<br />→ &nbspThe kids from my {{c1::community}} usually play together.	community	[kə'mjuːnətɪ]	topluluk	[sound:community.mp3]	sse_4000
tr105	<img src="dead.jpg" />	To be {{c1::dead}} is to not be alive.<br />→ &nbspA {{c1::dead}} person is usually buried in the ground.	dead	[ded]	ölü	[sound:dead.mp3]	sse_4000
tr106	<img src="distance.jpg" />	The {{c1::distance}} between two things is how far it is between them.<br />→ &nbspThe {{c1::distance}} between the Earth and the Moon is 384,400 kilometers.	distance	['dɪst(ə)n(t)s]	mesafe, uzaklık	[sound:distance.mp3]	sse_4000
tr107	<img src="escape.jpg" />	To {{c1::escape}} is to run away from something bad.<br />→ &nbspThe butterfly could not {{c1::escape}} from the cage.	escape	[ɪs'keɪp]	kaçmak	[sound:escape.mp3]	sse_4000
tr108	<img src="face.jpg" />	If you {{c1::face}} a problem, you deal with it.<br />→ &nbsp;My sister and I have to find a better way to {{c1::face}} our differences.	face	[feɪs]	yüzleşmek	[sound:face.mp3]	sse_4000
tr109	<img src="follow.jpg" />	To {{c1::follow}} means to go behind someone and go where they go.<br />→ &nbspThe little boy {{c1::follow}}ed his mother home.	follow	['fɔləu]	takip etmek	[sound:follow_1397924728875.mp3]	sse_4000
tr110	<img src="fright.jpg" />	{{c1::fright}} is the feeling of being scared.<br />→ &nbspShe was filled with {{c1::fright}}.	fright	[fraɪt]	korku	[sound:fright.mp3]	sse_4000
tr111	<img src="ghost.jpg" />	A {{c1::ghost}} is the spirit of a dead person.<br />→ &nbspMany people are afraid of {{c1::ghost}}s.	ghost	[gəust]	hayalet	[sound:ghost.mp3]	sse_4000
tr112	<img src="individual.jpg" />	An {{c1::individual}} is one person.<br />→ &nbspOnly one {{c1::individual}} could win the bicycle race.	individual	[ˌɪndɪ'vɪʤuəl]	bireysel, birey	[sound:individual.mp3]	sse_4000
tr113	<img src="pet.jpg" />	A {{c1::pet}} is an animal that lives with people.<br />→ &nbspOut of all my {{c1::pet}}s, the dog is my favorite.	pet	[pet]	Evcil Hayvan	[sound:pet.mp3]	sse_4000
tr114	<img src="reach.jpg" />	To {{c1::reach}} means to arrive at a place.<br />→ &nbspI was happy to finally {{c1::reach}} my destination.	reach	[riːʧ]	ulaşmak, varmak	[sound:reach.mp3]	sse_4000
tr115	<img src="return.jpg" />	To {{c1::return}} is to go back to a place.<br />→ &nbspI was happy to {{c1::return}} home to my mom after school.	return	[rɪ'tɜːn]	dönüş, dönmek	[sound:return.mp3]	sse_4000
tr116	<img src="survive.jpg" />	To {{c1::survive}} is to stay alive. (despite some danger or illness)<br />→ &nbsp;My dog {{c1::survive}}d her fall into the water.	survive	[sə'vaɪv]	hayatta kalmak	[sound:survive.mp3]	sse_4000
tr117	<img src="upset.jpg" />	To be {{c1::upset}} is to be unhappy about something.<br />→ &nbspShe was {{c1::upset}} because she broke her toy.	upset	[ʌp'set]	üzgün	[sound:upset.mp3]	sse_4000
tr118	<img src="voice.jpg" />	A {{c1::voice}} is the sound a person makes when they talk or sing.<br />→ &nbspHe used a microphone, so everyone could hear his {{c1::voice}}.	voice	[vɔɪs]	ses	[sound:voice.mp3]	sse_4000
tr119	<img src="weather.jpg" />	The {{c1::weather}} is the condition of the air: hot, rainy, windy, etc.<br />→ &nbspThe {{c1::weather}} can be sunny, rainy, or cold.	weather	['weðə]	hava	[sound:weather.mp3]	sse_4000
tr120	<img src="wise.jpg" />	To be {{c1::wise}} is to use experience and intelligence to make good choices.<br />→ &nbspMany people believe that owls are very {{c1::wise}} animals.	wise	[waɪz]	bilge	[sound:wise.mp3]	sse_4000
tr121	<img src="allow.jpg" />	To {{c1::allow}} something to happen means to let it happen.<br />→ &nbspHaving a ticket will {{c1::allow}} you to enter the show.	allow	[ə'lau]	izin vermek	[sound:allow.mp3]	sse_4000
tr122	<img src="announce.jpg" />	To {{c1::announce}} something is to make it known.<br />→ &nbspHe {{c1::announce}}d to everyone his new idea for the company.	announce	[ə'naun(t)s]	duyurmak	[sound:announce.mp3]	sse_4000
tr123	<img src="beside.jpg" />	When someone or something is {{c1::beside}} you, they are next to you.<br />→ &nbspThe two brothers stood {{c1::beside}} each other.	beside	[bɪ'saɪd]	yanında	[sound:beside.mp3]	sse_4000
tr124	<img src="challenge.jpg" />	A {{c1::challenge}} is something difficult to complete.<br />→ &nbspIt was a {{c1::challenge}} to climb to the top of the mountain.	challenge	['ʧælɪnʤ]	meydan okuma	[sound:challenge.mp3]	sse_4000
tr125	<img src="claim.jpg" />	To {{c1::claim}} means to say that something is true.<br />→ &nbsp;He {{c1::claim}}ed to know why the country's laws were weak.	claim	[kleɪm]	İddia etmek, iddia	[sound:claim.mp3]	sse_4000
tr126	<img src="condition.jpg" />	The {{c1::condition}} of someone or something is the state that they are in.<br />→ &nbspThe patient's {{c1::condition}} was very good.	condition	[kən'dɪʃ(ə)n]	şart, koşul	[sound:condition.mp3]	sse_4000
tr127	<img src="contribute.jpg" />	To {{c1::contribute}} to something means to do something to make it successful.<br />→ &nbsp;We decided to {{c1::contribute}} money to the new hospital.	contribute	['kɔntrɪbjuːt]	katkıda bulunmak	[sound:contribute.mp3]	sse_4000
